category,term,definition,context
Section43,put it simply,簡単に言えば,"To put it simply, we ran out of budget."
Section43,as I see it,私の見るところでは,"As I see it, this is our best option."
Section43,it stands to reason,…は当然だ・理にかなっている,"It stands to reason that more practice leads to better results."
Section43,be of the opinion,…という意見を持つ,"I'm of the opinion that we should wait."
Section44,come what may,何が起ころうとも,"Come what may, we will stand by our decision."
Section44,sooner or later,遅かれ早かれ,"Sooner or later, everyone has to adapt to new technology."
Section44,in the long run,長い目で見れば,"In the long run, quality always wins over quantity."
Section44,pay off,報われる・利益を生む,"All those late nights finally paid off."
Section44,once in a while,たまに・時折,"Once in a while, it's good to disconnect from technology."
Section44,starve,飢える・餓死する・切望する,"Many families in the region are starving due to the drought."
Section44,Do you have the time?,今何時ですか?,"Excuse me, do you have the time?"
Section44,Let me see.,ええと・考えさせて,"Let me see. I think it was around three o'clock."
Section44,a quarter to,…時15分前,"It's a quarter to nine. We should leave soon."
Section44,a quarter past,…時15分過ぎ,"The train departs at a quarter past ten."
Section44,Let's call it a day.,今日はこのへんにしよう,"We've done enough for today. Let's call it a day."
Section44,around the corner,すぐ近くに・間近に,"Spring is just around the corner."
Section44,day in and day out,来る日も来る日も,"She commuted two hours day in and day out."
Section44,make ends meet,収支を合わせる・やりくりする,"It's hard to make ends meet on a single income."
Section44,live from hand to mouth,その日暮らしをする,"After losing his job, he lived from hand to mouth."
Section44,turn over a new leaf,心機一転する・出直す,"He decided to turn over a new leaf and start exercising."
Section44,better late than never,遅くてもしないよりはまし,"You finally apologized? Better late than never."
Section44,time flies,光陰矢の如し・時が経つのは早い,"I can't believe it's already March. Time flies."
Section44,be pressed for time,時間に追われている,"I'm pressed for time, so I'll keep this brief."
Section44,from time to time,時々（= occasionally）,"From time to time, I revisit my old notebooks for ideas."
Section44,kill two birds with one stone,一石二鳥,"By cycling to work, you can kill two birds with one stone."
Section44,look on the bright side,良い面を見る,"The project failed, but look on the bright side — we learned a lot."
Section44,when it rains it pours,悪いことは重なる・泣き面に蜂,"My car broke down and then I lost my wallet. When it rains, it pours."
Section44,every now and then,時々・折に触れて,"Every now and then, I like to take a long walk by the river."
Section44,in due course,やがて・しかるべき時に,"You will receive a confirmation letter in due course."
Section44,get to the point,要点を言う・本題に入る,"Stop rambling and get to the point."
Section44,keep one's fingers crossed,幸運を祈る,"I have a job interview tomorrow. Keep your fingers crossed."
Section44,take the plunge,思い切ってやる,"After months of hesitation, she took the plunge and started her own business."
Section44,burn the midnight oil,夜遅くまで勉強・仕事する,"He burned the midnight oil to meet the deadline."
Section44,count on,…を頼りにする・当てにする,"You can always count on her for honest feedback."
Section44,look on the bright side,物事の明るい面を見る,"Things didn't go as planned, but let's look on the bright side."
Section44,break the ice,場の雰囲気を和らげる,"She told a joke to break the ice at the meeting."
Section44,the early bird catches the worm,早起きは三文の得,"He always arrives first. The early bird catches the worm."
Section44,rain or shine,雨でも晴れでも・何があっても,"The festival will be held rain or shine."
Section44,save for a rainy day,万一に備えて貯める,"It's wise to save some money for a rainy day."
Section44,be all ears,熱心に聞く,"Tell me about your trip. I'm all ears."
Section44,out of the question,問題外で・不可能で,"Working overtime this weekend is out of the question."
Section44,make a long story short,手短に言えば,"To make a long story short, we decided to go with the original plan."
Section44,have a change of heart,気持ちが変わる,"She was going to decline, but had a change of heart."
Section44,bite off more than one can chew,力以上のことを引き受ける,"He bit off more than he could chew by accepting three projects at once."
